Slide;Pular Tópico;Personagem 1 Corpo;Personagem 1 Rosto;Personagem 2 Corpo;Personagem 2 Rosto;Personagem 3 Corpo;Personagem 3 Rosto;Origem Texto;Dialogo
1;;;;Falando;;;;En;Deixaram essa responsalibidade pro sulista mudo.
1;;Falando;;;;;;Ed;…
1;;;;Falando;;;;En;A clássica incomtepência de pessoas que não foram contratadas por mim. Não tenho culpa nenhuma caso ele nem participe da apresentação. Ou se ele ficar só vomitando abobrinhas sobre chimarrão ou cavalos.
1;;;;Falando;;;;En;Adentramos agora nas apresentações dos intregantes.
1;3;;Triste;Falando;Feliz;;Triste;En;Claro que você quer me conhecer melhor, então apenas clique na opção correcta logo.
1;;;;Falando;Feliz;;;En;Perfeito.
2;;;;Falando;;;;En;…
2;;;;Falando;;;;En;Minha foto devia estar em primeiro, ao invés do bigodudo aqui.
2;;;;Falando;;;;En;Me lembrem de demitir quem montou esse slide depois.
2;;;;Falando;;;;En;Indenpendentes disso, as apresentações são desnecessárias.
2;;;;Falando;;;;En;Você provavelmente já conhece minha história de rabo a cabo.
2;;;;Falando;;;;En;Minha autobiografia vendeu mais de sessenta e sete mil cópias. Sem contar as vendas online.
2;;;;Falando;Feliz;;;En;Mas sim, sou eu mesmo, aqui na sua tela. Em carne, osso e muito cérebro.
2;;;;Falando;;;;En;Enzo Ceolin Kaiser, ao meu dispor.
2;;;;Falando;Feliz;;;En;Considerado o vigésimo homem mais influente do século por cinco anos seguidos.
2;;;;;;;;Na;Por juízes subornados.
2;;;Feliz;Falando;Feliz;;Feliz;En;Como falei antes, estamos na sala mais elegante e luxosa do estado de São Paulo!
2;;;;Falando;;;;En;Eu sei, eu sei, você queria ser como o cara de flanela aqui, mas nem todos tem essa sorte.
2;;;;Falando;Triste;;;En;O coitado só conhece os campos e matos, nunca viu uma construção tão grande na vida. Tenho certeza que é um dos motivos de porque não abriu a boca ainda, tá sem palavras.
2;;Falando;;;;;;Ed;…
2;;;;;;;;Na;O homem de flanela não poderia ligar menos.
2;;;Feliz;Falando;Feliz;;Feliz;En;Tá legal, já chega de vaca amarela. Se apresente.
2;;;;;;;;Na;Enzo aponta firmemente com os olhos ao homem de bigodão.
2;;Falando;;;;;;Ed;Eduardo.
2;;;;Falando;;;;En;…
2;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;Só isso?
2;;Falando;;;;;;Ed;Meu nome é Eduardo.
2;;;Feliz;Falando;Feliz;;Feliz;En;Eu sei disso, p*rra!
2;;Reagindo;Surpresa;Falando;Bravo;Reagindo;Surpresa;En;Você é a droga de um Plokemón por acaso?!
2;;;;Falando;;;;En;Desenvolva.
2;;Falando;;;;;;Ed;Eduardo Pontes Rodrigues.
2;;Falando;;;;;;Ed;Analista sênior.
2;;Falando;;;;;;Ed;Certificado OSCP e CISM.
2;;Falando;;;;;;Ed;Faço análise forense. Resposta a incidente. Coleta de evidência.
2;;Falando;;;;;;Ed;É isso.
2;;;;Falando;;;;En;Fascinante, me lembra de mim mesmo aos 12 anos.
2;;;;Falando;;Reagindo;;En;Lari.
2;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Vergonha;La;S-Sim, senhor?
2;;;;Falando;;;;En;Apresente-se.
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;A-Ah...
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;Oi...
2;;;;;;Falando;;La;Meu nome é Larisso Cappaci.
2;;;;Reagindo;;Falando;;La;Sou o assistente pessoal do senhor Enzo Kaiser.
2;;;Feliz;;Feliz;Falando;Feliz;La;É uma imensa honra poder respirar o mesmo ar que ele quase todos os dias!
2;;;;Falando;Surpresa;;;En;Ah, não precisava dizer isso…
2;;;;;;;;Na;Larisso definitivamente precisava para manter seu cargo.
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;Eu cuido da agenda dele...
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;Organizo documentos, acompanho reuniões, preparo relatórios, respondo mensagens...
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;M-Mas não é nada demais...
2;;;;Reagindo;;Falando;;La;O senhor Enzo faz todas as coisas importantes.
2;;;;;;;;Na;Ele não faz.
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;Eu não entendo muito de segurança...
2;;;Surpresa;;Surpresa;Falando;Feliz;La;Nem de computadores...
2;;;Surpresa;;Surpresa;Falando;Vergonha;La;Nem de como me posicionar quando preciso...
2;;;;;;Falando;;La;Mas tento dar o meu melh–
2;;;;Falando;Feliz;;;En;Ótimo.
2;;;;Falando;Feliz;Reagindo;Feliz;En;Excelente participação, Lari.
2;;;;;;Falando;Vergonha;La;M-Mas…
2;;;;Falando;;;;En;Agora é hora de focarmos na segunda parte mais importante desta apresentação.
2;;;;Falando;Feliz;;;En;Depois de mim, obviamente.
2;;;;Falando;;;;En;O conteúdo cibersegurântico.
3;;;Feliz;Falando;Feliz;;Feliz;En;Muito bem.
3;;;;Falando;Feliz;;;En;Agora vamos falar sobre comum… de incidentes.
3;;;;Falando;;;;En;É, isso mesmo. Incidentes são comuns.
3;;;;Falando;;;;En;E entender sobre esse tema é extremamente importante.
3;;;;Falando;;;;En;Ainda mais pra pessoas que não possuem uma capacidade cereberal equilavente à minha.
3;;;Surpresa;Falando;Vergonha;;Surpresa;En;Quando acontece um incidente, as informações precisam fluir de maneira... fluídica.
3;;;;Falando;;;;En;A sinergia quântica dos funcionários devem ficar conectadas pra que as melhores decisões sejam tomadas.
3;;;;Falando;Surpresa;;;En;Nada que um bom banho gelado pela manhã não resolva pra acordar esse espírito de coletividade empresarial.
3;;;;Falando;;;;En;É importante que todo mundo fale com todo mundo ao mesmo tempo.
3;;Falando;;;;;;Ed;Não.
3;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;"Como assim ""não""?!"
3;;Falando;Feliz;;;;;Ed;Não é assim que funciona, chê.
3;;Falando;;;;;;Ed;Se a indiada toda falar junto, vira uma zona.
3;;Falando;;;;;;Ed;Tem que organizar.
3;;Falando;;;;;;Ed;O gerente de incidente cuida do geral.
3;;Falando;;;;;;Ed;Os analista ficam na parte técnica.
3;;Falando;;;;;;Ed;Cada um faz o seu.
3;;;;Falando;;;;En;Exatamente o que eu estava dizendo.
3;;;;;;;;Na;O CEO evita olhar diretamente para o analista sênior.
3;;Falando;;;;;;Ed;N1 e N2 registram tudo.
3;;Falando;;;;;;Ed;Pra que nada se perca nas troca de turno ou escalonamento.
3;;Falando;;;;;;Ed;E também tem que manter o vivente que contratou o serviço informado.
3;;Reagindo;Surpresa;Falando;Bravo;Reagindo;Surpresa;En;E depois ouvir a choradeira, né?
3;;;;Falando;;;;En;Aposto que colocam a culpa de todos os problemas nos CEOs.
3;;;;Falando;Feliz;;;En;Adoram me perseguir.
3;;;;;;;;Na;Noventa por cento das vezes a culpa realmente é dele.
3;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;Nos incidente mais ferrenho a comunicação precisa ser muito clara.
3;;Falando;Feliz;;;;;Ed;Também é bom ter um porta-voz.
3;;Falando;;;;;;Ed;Que nem a guria lá, a Thayná.
3;;Falando;;;;;;Ed;Ela leva jeito pra coisa.
3;;;;Falando;Feliz;;;En;Excelente.
3;;;;Falando;;;;En;Tudo como eu havia planejado explicar.
3;;Falando;;;;;;Ed;…
3;;;;Falando;Feliz;;;En;Enfim, vamos prosseguir.
3;;;;;;;;Na;O homem da autoestima gigantesca olha para a câmera.
3;;;Surpresa;Falando;Vergonha;;Surpresa;En;Você prefere continuar sendo um perdedor beta, dominado pelo sistema, vivendo uma vida repleta de sofrimento com esses conhecimentos básicos...
3;8;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;Ou quer continuar pelo caminho correcto, ouvindo minha voz increvelante explicando o conteúdo completo pra ti?
4;;;;Falando;;;;En;Combate a incidentes…
4;;;;Falando;;;;En;Se eu não me engano, e eu nunca me engano, isso foi falado em apresentações anteriores.
4;;;;Falando;;;;En;Me recuso a repetir conteúdos de vídeos inferiores a esse.
4;;;;;;;;Na;Na verdade, Enzo não quer correr o risco de compararem sua explicação simplória com as versões detalhadas produzidas por outras A.U.L.As.
4;;;;Falando;Feliz;;;En;Sulista, vou lhe conceder a honra de falar no meu lugar.
4;;;;Falando;;Reagindo;;En;Acerta com o Lari depois.
4;;;Surpresa;;Surpresa;Falando;Vergonha;La;Irei anotar isso, senhor...
4;;;;Falando;;Reagindo;;En;Não precisa me informar cada pensamento que passa pela tua cabeça, Lari.
4;;;;Falando;;;;En;Ninguém quer saber.
4;;;Surpresa;;Surpresa;Falando;Vergonha;La;D-Desculpe, senhor...
4;;Falando;;;;;;Ed;O objetivo é proteger os ativo. É tri seguir os passo.
4;;Falando;;;;;;Ed;Ali na imagem dá de ver os principais.
4;;Falando;;;;;;Ed;Detecção e análise.
4;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;A trupe fica catando milho, procurando o que deu errado. Ver qual foi o tamanho do estrago.
4;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;Contenção, erradicação e recuperação.
4;;Falando;;;;;;Ed;Isolar os sistema afetado. Corrigir as vulnerabilidade e fazer tudo voltar a ser como era. Voltar aos trilho.
4;;Falando;;;;;;Ed;Pós-incidente.
4;;Falando;;;;;;Ed;A gurizada decide melhoria no plano de trabalho. Tomam notas sobre quem cagou na maneia.
4;;Falando;;;;;;Ed;Se cada sujeito sair falando uma coisa diferente, vira um telefone sem fio.
4;;Falando;;;;;;Ed;Tenha alguém que saiba bater uma prosa com todos.
4;;;Feliz;Falando;Feliz;;Feliz;En;Eu teria explicado de outra forma bem mais interessante e com menos gírias bossais.
4;;;;Falando;;;;En;Mas daremos continuidade.
5;;;;Falando;;;;En;Como se comunicar com sua equipe…
5;;;;Falando;;;;En;Essa é fácil.
5;;;;Falando;;Reagindo;;En;É só pedir pro seu assistente marcar uma reunião.
5;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;La;Para que dia, senhor Kaiser?
5;;;;;;Falando;;La;Lembrando que você já tem uma reunião marcada essa semana com o Coletivo das Refinarias Fantasm–
5;;Reagindo;Medo;Falando;Bravo;Reagindo;Medo;En;Não, seu imbecil!
5;;;;Falando;;;;En;É um exemplo hipotenético.
5;;;Surpresa;;Surpresa;Falando;Vergonha;La;D-Desculpe, senhor...
5;;;;Falando;;Reagindo;;En;Contei tudo que sei sobre esse conteúdo pro Lari, é pra iniciantes.
5;;;;Falando;;;;En;Ensinava a minha professora sobre isso no fundamental de tão fácil.
5;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;La;Hã…?
5;;;;;;;;Na;O CEO utiliza seu tradicional olhar de anjo caído.
5;;;Surpresa;;Surpresa;Falando;Feliz;La;C-C-Certo...
5;;;Surpresa;;Surpresa;Falando;Vergonha;La;A-Ah... Para que tudo funcione direitinho, é importante que cada pessoa tenha uma responsabilidade bem definida...
5;;;;;;Falando;;La;Normalmente existe um ou uma gerente de resposta a incidentes que junta todas as infos.
5;;;;;;Falando;;La;E-Ele ou ela organiza as demandas e ajuda os analistas a continuarem focados nas atividades técnicas…
5;;;;;;Falando;;La;Ou como meu amigo Sabrino costuma dizer… “atividades cabeçudas”, hehehe…
5;;;;;;Falando;Vergonha;La;Me desculpem, nem foi engraçado…
5;;;;;;Falando;;La;E-Eu estou um pouco nervoso…
5;;Falando;;;;;;Ed;Capaz, guri.
5;;Falando;;;;;;Ed;Tá explicando melhor que teu patrão.
5;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;QUÊ?!
5;;;Feliz;Falando;Feliz;;Feliz;En;Eu que ensinei isso tudo pra ele, ô bigode!
5;;;Feliz;Falando;Feliz;Reagindo;Feliz;En;Conta pra ele, Lari!
5;;;;Reagindo;Vergonha;Falando;Vergonha;La;S-Sim, foi o senhor Kaiser que me ensinou isso…
5;;;;;;;;Na;Começou a mentirada.
5;;;;;;Falando;;La;…
5;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;La;Continuo ou…?
5;;;;Falando;;Reagindo;;En;Vai logo, capacho.
5;;;Surpresa;;Surpresa;Falando;Vergonha;La;P-Para a comunicação acontecer… Geralmente se usam sistemas de e-mails, aplicativos de mensagens ou ferramentas de videoconferência...
5;;;;;;Falando;;La;Os analistas N1 e N2 ficam responsáveis por tentar conter o problema enquanto registram as ocorrências.
5;;;;;;Falando;;La;Eles documentam o máximo de coisas e coletam evidências seguindo o que precisa fazer para cada tipo de incidente.
5;;Reagindo;;;;Falando;;La;É importante manter esses registros sempre atualizados para evitar a perda de informações durante trocas de turno ou escalonamentos… Como o senhor Pontes disse antes…
5;;;Surpresa;;Surpresa;Falando;Vergonha;La;G-Geralmente isso é feito através de sistemas de chamados...
5;;;;;;Falando;;La;Já os analistas N3… eles…
5;;;Feliz;;Feliz;Falando;Feliz;La;Bem…
5;;;;;;Falando;Vergonha;La;Me perdoem… e-eu esqueci essa parte…
5;;;Feliz;Falando;Feliz;;Feliz;En;Você só tinha um trabalho!
5;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;Será que eu preciso fazer tudo por aqui?!
5;;;;;;Falando;Vergonha;La;E-Eu… m-me…
5;;Falando;Feliz;;Feliz;;Feliz;Ed;Para de azucrinar o guri. Ele foi tri bem.
5;;Falando;;;;;;Ed;Eu assumo daqui.
5;;;;;;;;Na;Larisso enxuga uma lágrima quase formada e sorri agradecido.
5;;Falando;;;;;;Ed;Analista sênior como eu costuma lidar com o esterco bruto.
5;;Falando;;;;;;Ed;Análise forense e investigação profunda.
5;;Falando;Feliz;;Feliz;;Feliz;Ed;É bem macanudo.
5;;Falando;;;;;;Ed;Precisamo registrar a fonte do incidente e as presepada feita pela trupe hacker.
5;;Falando;;;;;;Ed;Na C.A.F.E., por exemplo, a Raquel é a patroa.
5;;Falando;;;;;;Ed;Ela organiza a equipe, distribui os serviço e mantém prosa com os pagante.
5;;Falando;;;;;;Ed;Enquanto isso, eu, o Rafael e aquele outro magrão cuidamo da parte operacional.
5;;Falando;;;;;;Ed;Investigamo, registramo as informação e avisamo a patroa em cima do laço sobre tudo.
5;;Falando;;;;;;Ed;Capaz de ser só isso.
5;;Reagindo;Feliz;;Feliz;Falando;Feliz;La;Muito bem, senhor Pontes! Obrigado!
5;;;;Falando;;Reagindo;;En;Não agradeça a esse chucro, Lari.
5;;;;Falando;;;;En;Eu teria explicado com trocentos detalhes extras.
6;;;;Falando;Surpresa;;;En;Ah, essa parte eu domino.
6;;;;Falando;;;;En;Comunicação com clientes é liretalmente uma das minhas maiores especialidades.
6;;;;Falando;;;;En;Como sou uma pessoa extremamente bondosa, irei contar meu segredo sem cobrar nada além de uns 50 dólares por pessoa.
6;;;;Falando;;Reagindo;;En;Depois encontra um jeito de adicionar uma chave de pagamento nesse vídeo, Lari.
6;;;;;;Falando;Feliz;La;P-Pode deixar, senhor…
6;;;;Falando;;;;En;Vou contar uma história.
6;;;;Falando;;;;En;Alguns anos atrás, tava tendo uma confenêrencia marcada com o general do exército Bonni Bardeyho.
6;;;;Falando;;;;En;Aquele cara é um pé no saco. Tava cheio de dedos para fechar um acordo.
6;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;E sabem como eu convenci ele?
6;;;;Falando;Surpresa;;;En;Coloquei meus melhores homens para encontrar alguns podres. Descobri que uma das filhas dele era uma daquelas ativistas chatas contra ações militares.
6;;;;Falando;Surpresa;;;En;E, nossa, como ele amava aquela filha.
6;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;O que ela ia pensar sabendo que o paipaizinho querido dela mandava metralhar geral no paredão?
6;;;Feliz;Falando;Feliz;;Feliz;En;Ele aceitou o acordo rapidinho, há! Chantagem, baby!
6;;;;Falando;;;;En;Sempre funciona. Aprendam com o mestre.
6;;Falando;;;;;;Ed;…
6;;;;;;;;Na;O senhor Rodrigues se arrependeu de ter preenchido aquele estranho formulário antes de entrar.
6;;;Surpresa;Reagindo;Vergonha;Falando;Vergonha;La;D-Desculpe interromper sua magnífica história, senhor Kaiser…
6;;;Feliz;;Feliz;Falando;Vergonha;La;Mas acho que… n-não é… não é bem esse tipo de comunicação…
6;;;;Falando;Surpresa;;;En;Ah.
6;;;;Falando;;;;En;Tinha pleno conhecimento disso.
6;;;;Falando;;;;En;Só tava vefiricando se vocês estavam atentos.
6;;;;;;;;Na;Eduardo e Larisso trocam um olhar silencioso.
6;;;;;;;;Na;Eles não tinham nada em comum, além do fato de que nenhum dos dois suportava Enzo Kaiser.
6;;Falando;Surpresa;;;;;Ed;Bah… Vamos ver…
6;;Falando;;;;;;Ed;Comunicação com o cliente tem que ser objetiva, sem frescura.
6;;Falando;Surpresa;;;;;Ed;Nada de inventar moda. Deixar na cara quem faz o quê.
6;;Falando;;;;;;Ed;Quem aprova as ação, quem recebe as atualização e quem realmente bota a mão na massa.
6;;Falando;;;;;;Ed;O que tá definido nas burocracia de contrato e nos acordo de serviço.
6;;Falando;;;;;;Ed;Importante tu prosear com o pagante na hora combinada.
6;;Falando;;;;;;Ed;Pra ninguém ficar atucanado.
6;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;Quando é uma baita bucha, geralmente se monta uma sala de guerra.
6;;Falando;;;;;;Ed;Daí os viventes se reúnem pra decidir os próximos passos. Tomar as decisão em cima do laço.
6;;Falando;Feliz;;;;;Ed;Gostava mais quando era cara a cara. A gente fazia uma roda de chimarrão.
6;;;;Falando;;;;En;Já entendemos que você é sulista, cara.
6;;Falando;;;;;;Ed;Gaúcho.
6;;;;;;Falando;Vergonha;La;N-Na nossa parceira C.A.F.E., a gerente Raquel costuma centralizar essa comunicação… Servindo como ponto de contato…
6;;;;;;Falando;;La;E ela conversa com o pessoal da PetroCais para manter todo mundo atualizado… E calmo na medida do possível.
6;;Falando;;;;;;Ed;Isso aí, guri. Brigado.
7;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;A comunicação externa é importante pra incidente mais ferrenho.
7;;Falando;;;;;;Ed;Que nem vazamento de dados.
7;;Falando;;;;;;Ed;A empresa que sofreu as barbaridade deve avisar pros pagante na mesma hora.
7;;Falando;;;;;;Ed;Dum jeito rápido, honesto e objetivo.
7;;;;;;;;Na;As empresas devem agir como o próprio Eduardo no prime.
7;;Falando;Bravo;;;;;Ed;Ficar de bico calado por muito tempo nunca é bom.
7;;Falando;Feliz;;Feliz;;Feliz;Ed;Só um porta-voz com boa lábia já tá tri.
7;;Falando;;;;;;Ed;Como já falei da Thayná, que até tá ali na imagem, chê.
7;;;;Falando;;;;En;Não sei porque enche tanto a bola dessa daí…
7;;Falando;;;;;;Ed;…
7;;;;;;;;Na;As bochechas do caipira ficam mais quentes do que quando pega quatro horas de sol quente na roça.
7;;Falando;;;;;;Ed;O SOC pode dá uns conselho.
7;;Falando;;;;;;Ed;Só que a decisão final é sempre dos cabeça.
7;;;;;;Falando;;La;Q-Que nem quando a PetroCais seguiu as orientações indicadas pela C.A.F.E…
7;;;;;;Falando;;La;Comunicando publicamente os acontecimentos do jeito mais transparente possível… E evitando polêmicas pros consumidores não ficarem como na outra imagem ali atrás…
7;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;O quê?! E se vazasse alguma coisa, hein?!
7;;;;Falando;Surpresa;;;En;O público não pode descobrir sobre as nossas rachadin–
7;;;;;;;;Na;Em um instante, ele lembra da câmera.
7;;;Feliz;Falando;Feliz;;Feliz;En;Ugh!!
7;;Reagindo;Surpresa;Falando;Bravo;Reagindo;Surpresa;En;Por que não me avisou, idiota?!
7;;;;Reagindo;;Falando;;La;Senhor Kaiser, eu avisei com antecedência sobre essa decisão no dia…
7;;;Surpresa;;Surpresa;Falando;Vergonha;La;Porém o senhor estava visivelmente alterado por conta de… err…
7;;;Feliz;Falando;Bravo;Reagindo;Bravo;En;CALA ESSA BOCA, LARI!!
7;;;;;;;;Na;O homem mais inteligente do mundo de acordo com si mesmo não gosta de lembrar do dia que estava tão bêbado que chegou a provar um pouco de petróleo.
7;;;Feliz;Falando;Feliz;;Feliz;En;Próximo slide, agora!
8;;;;Falando;;;;En;Tá, ispequição de pacotes.
8;;;;Falando;;;;En;Geralmente é meu mordomo que recebe os pacotes lá em casa. Não sei dizer se ele ispequiciona todos.
8;;Falando;;;;;;Ed;Pacote de dado.
8;;;Feliz;Falando;Surpresa;;Feliz;En;Hahá, é claro que eu estava só brincando! Deviam ver a cara de vocês.
8;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;...
8;;;;;;;;Na;O apreciados de chimarrão já viu mulas em sua pastagem mais inteligentes que Kaiser.
8;;;Feliz;Falando;Feliz;;Feliz;En;Ispequição de pacotes é dar uma boa olhada nos dados. O que eu pessoalmente considero uma prática extremamente válida.
8;;;;Falando;Feliz;;;En;É importante ter o máximo possível de informações sobre os funcionários. Assim conseguimos oferecer a melhor experiência corporativa possível.
8;;;;;;;;Na;E, principalmente, para analisar como explorar o máximo deles sem que percebam e ter munições para futuras chantagens caso necessário.
8;;;;;;Falando;Vergonha;La;S-Senhor…
8;;;Feliz;Falando;Feliz;;Feliz;En;Tá, focar na cibersegurância, eu sei!
8;;;;Falando;;;;En;O objetivo da ispequição é…
8;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;Identificar ameaças, verificar protocolos e coletar informações úteis para investigações… E… onde eu anotei…?
8;;;;;;;;Na;Enzo olha para um texto escrito à caneta na palma de sua mão direita.
8;;;Surpresa;Falando;Surpresa;;Surpresa;En;Dependendo da ferramenta, dá de verificar as informações básicas, como origem… hã…
8;;;;Falando;;;;En;Destino… e tipo de conexão. Ou então, examinar todo o conteúdo.
8;;;;Falando;;;;En;O processo examina tanto os cabe…çalhos quanto a carga útil, entre parênteses, payloads dos pacotes. Cronfo… Confrontando o conteúdo com bases de dados de ameaças conhecidas para identificar comportamentos mali- maliciosos.
8;;Reagindo;Medo;Falando;Bravo;Reagindo;Medo;En;Além de buscar assinaturas de mau…uári… malware! A ispequição verifica a confor…midade dos protocolos e equistrai metadados… entre parênteses, hashes e certificados… para apoiar investigações forenses detalhadas.
8;;;;Falando;;;;En;O resto continua na mão esquerd–
8;;;;;;;;Na;O barão do petróleo jovial troca de mãos rapidamente.
8;;;Feliz;Falando;Feliz;;Feliz;En;Enquanto a ispequição do tipo sípí… SPI! Foca na rapidez ao validar o estado e a origem das conexões… dos ipês e portas.
8;;;;Falando;;;;En;A ispequição do tipo profunda, que é o DPI… analisa o…
8;;;;Falando;;;;En;Analisa o…
8;;;;;;;;Na;A mão de Enzo está suando, derretendo as letras.
8;;;;Falando;;;;En;Conteúdo real dos dados na camada… na camada de…
8;;;;Falando;;;;En;Camada de…
8;;Falando;;;;;;Ed;Aplicação.
8;;;Feliz;Falando;Feliz;;Feliz;En;Aplicação para identificar ameaças invisíveis à análise super…ficial!
8;;;Feliz;Falando;Feliz;;Feliz;En;De nada pela explicação, pessoal! Nem precisam me agradecer.
8;;;;Falando;;;;En;Na verdade, prefiro que agradeçam.
8;;Falando;Vergonha;;Surpresa;;Surpresa;Ed;Tem vários tipo de ferramenta.
8;;Falando;;;;;;Ed;Wireshark faz análise detalhada.
8;;Falando;;;;;;Ed;IDP e IPS são sensores de detecção e prevenção.
8;;Falando;;;;;;Ed;E Firewalls ou NGFW que pedem identidade pro usuário antes dele meter o bedelho.
8;;;Feliz;Falando;Feliz;;Feliz;En;Obrigado por interromper a MINHA explicação, seu bicho do mato!
8;;Falando;;;;;;Ed;De nada.
8;;;Feliz;Falando;Feliz;;Feliz;En;Gffgh!
8;;;Feliz;Falando;Feliz;Reagindo;Feliz;En;Lari, faça alguma coisa!
8;;;;;;Falando;;La;P-Pessoa bacana assistindo a gente…
8;;;;;;Falando;;La;Você quer saber mais sobre esse conteúdo…
8;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;La;Ou vai passar pro próximo…?
8;14;;;;;Falando;Feliz;La;E-Eu gostaria que ficasse…
9;;;;;;Falando;Feliz;La;Que bom que decidiu ficar…
9;;;Feliz;Falando;Feliz;;Feliz;En;É, eles querem ouvir mais da minha voz angelical!
9;;;;Falando;;Reagindo;;En;Os anjos, Lari.
9;;;;;;;;Na;O jovem em situação exploratória desliza os dedos no tablet e um som de anjos cantando invade o local.
9;;;;Falando;Feliz;;;En;Isso… Minha voz é assim.
9;;;;Falando;;;;En;Espera aí, esse slide…
9;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;En;Tem que explicar a mesma porcaria de novo?!
9;;Reagindo;Surpresa;Falando;Bravo;Reagindo;Surpresa;En;O que tem de errado com essa apresentação de merda?
9;;;Feliz;Falando;Feliz;Reagindo;Feliz;En;Cadê o responsável! Lari, demita alguém agora!
9;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Ed;Tá nervoso? Vai pescar, chê.
