Slide;Pular Tópico;Personagem 1 Corpo;Personagem 1 Rosto;Personagem 2 Corpo;Personagem 2 Rosto;Personagem 3 Corpo;Personagem 3 Rosto;Origem Texto;Dialogo
2;;Falando;;;;;;Gu;Hoje em dia eu trampo como gerente de TI na PC.
2;;Falando;;;;;;Gu;Cuido da infraestrutura, redes, administração de sistemas, bancos de dados, servidores e um montão de coisa que não tava no meu contrato…
2;;;;;;;;Na;Gustavo olha para a câmera e lembra que está sendo filmado.
2;;Falando;Feliz;;Feliz;;Feliz;Gu;Mas tudo são experiências para o meu crescimento profissional!
2;;Falando;;Reagindo;;;;Gu;Agora é contigo, Thayná.
2;;;;Falando;Feliz;;;Th;Certo…
2;;;Feliz;Falando;Feliz;;Feliz;Th;Oiê! Me chamo Thayná Portaluppi Avoss.
2;;;;Falando;;;;Th;Tenho 38 anos, sou de Libra com ascendente em Peixes e possuo descendência da tribo Guarani por parte da família da minha mãe.
2;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;An;E onde exatamente está seu arco e flecha?
2;;;;Falando;;Reagindo;;Th;Senhor André, esse tipo de estereótipo é bastante ultrapassado.
2;;;;Falando;;;;Th;Povos originários utilizam roupas, tecnologias e costumes considerados modernos há muitos anos, como qualquer outra pessoa.
2;;;;Falando;Surpresa;;;Th;Ainda assim, buscamos manter nossa cultura viva com festividades, rituais e contos.
2;;Falando;Feliz;;;;;Gu;Tá, preconceito é muito paia e tal, mas vamos voltar a fita.
2;;Falando;;;;;;Gu;Cê não precisa apresentar a autobiografia completa, não estamos montando outro livro que nem aquele do Pedro Kaiser.
2;;Falando;;;;;;Gu;Só fala a parte profissional.
2;;;;Falando;Vergonha;;;Th;Desculpe…
2;;;;Falando;;;;Th;Tenho formação em Relações Internacionais e mestrado em Ciências Sociais.
2;;;;Falando;;;;Th;Atualmente, atuo como relações públicas na petrolífera PetroCais.
2;;;;Falando;;;;Th;Sou responsável pela elaboração de discursos institucionais utilizados pelo nosso CEO, além da comunicação das principais atualizações da empresa para a mídia, especialmente nas áreas de diversidade, sustentabilidade e responsabilidade social.
2;;;;Falando;;;;Th;Também procuro contribuir para que o ambiente corporativo seja um pouquinho mais acolhedor e humano.
2;;;Feliz;Falando;Feliz;;Feliz;Th;Será um prazer acompanhar vocês hoje!
2;;;;;;;;Na;A garota gentileza dá um sorriso para a câmera.
2;;Falando;;;;;;Gu;Uhh… Quanta forçação.
2;;Falando;;;;Reagindo;;Gu;Vai lá, André. Sua vez.
2;;;;;;Falando;;An;Iniciei minha trajetória profissional aos 18 anos, seguindo carreira militar, onde permaneci até alcançar um alto cargo de comando.
2;;;;;;Falando;;An;Após esse período, decidi migrar para o setor jurídico, aplicando minha experiência em disciplina, hierarquia e segurança institucional à área da advocacia.
2;;;;;;Falando;;An;Atualmente, contribuo na petrolífera citada anteriormente, porém atuo como diretor jurídico há 20 anos.
2;;;;;;Falando;;An;Especializado em direito corporativo, controle de políticas migratórias, defesa da soberania nacional e elaboração de medidas legais para preservação dos valores tradicionais.
2;;Falando;;;;;;Gu;Eita…
2;;Falando;;;;;;Gu;Já tá geral apresentado, então começamos com a parte que vai garantir nosso pagamento.
3;;Falando;;;;;;Gu;Como já falamos, trabalhamos pra petrolífera PetroCais.
3;;Falando;;;;;;Gu;Que eu costumo chamar só de “PC”, porque ninguém merece ficar repetindo esse nome toda hora.
3;;Falando;;;;Reagindo;;Gu;Vou deixar o André falar um pouco sobre ela, já que ele é o puxa-saco oficial da empresa.
3;;;;;;Falando;;An;Seu desprezo por uma das maiores forças econômicas desta nação demonstra exatamente o tipo de raciocínio limitado esperado de alguém com o cérebro corrompido pela turma que odeia a liberdade.
3;;;;;;Falando;Triste;An;A PetroCais é uma multinacional brasileira de classe mundial, amplamente reconhecida por especialistas do setor como uma das principais referências da indústria do petróleo.
3;;;Feliz;;Feliz;Falando;Feliz;An;Uma companhia responsável por movimentar a economia, gerar empregos e sustentar boa parte da infraestrutura energética que mantém este país minimamente funcional.
3;;;;;;Falando;;An;Pedro Kaiser foi um exemplo de patriotismo, disciplina e determinação. Um homem que construiu algo grandioso em vez de passar o dia reclamando do sistema enquanto se entopem de entorpecentes por aí.
3;;Falando;;;;;;Gu;Aliás, falando no homi…
3;;Falando;;;;;;Gu;Dizem que o nome PetroCais surgiu quando o Pedro tava dirigindo um barco e quase se esborrachou chegando no porto.
3;;Falando;Feliz;;Feliz;;Feliz;Gu;Aí alguém gritou: “Pedro, o cais!”
3;;Falando;;;;;;Gu;E ele desviou a tempo.
3;;Falando;Surpresa;;Feliz;;Feliz;Gu;E assim nasceu o nome da empresa, haha!
3;;;;;;;;Na;Gustavo ri sozinho enquanto os colegas permanecem em absoluto silêncio.
3;;Falando;;;;;;Gu;Tá, a PC também tem várias especialidades.
3;;Falando;;;;;;Gu;Os caras conseguem arrancar até a última gota de petróleo até do lugar mais maluco possível.
3;;Falando;;;;;;Gu;Também investem uma grana tentando contratar os melhores profissionais do mercado.
3;;Falando;Feliz;;;;;Gu;Principalmente os que eu gosto de chamar de “funcionários massinha”, que são facilmente moldados pro que a empresa quer vender.
3;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Na real… Se nós somos os melhores profissionais que eles tem, então isso aí já caiu por terra.
3;;;;;;Falando;;An;Fale exclusivamente por si mesmo.
3;;;;;;Falando;;An;Sou extremamente competente na minha área e altamente requisitado por diversas instituições sérias deste país.
3;;;;Falando;Feliz;;;Th;Modestamente, eu também acredito desempenhar um bom trabalho… dentro das minhas possibilidades, claro.
3;;Falando;;;;;;Gu;Era só uma piadinha, pessoal…
3;;;;Falando;Vergonha;;;Th;Oh… desculpe.
3;;Reagindo;;Falando;;;;Th;Se me permite, senhor Gus.
3;;;;Falando;Feliz;;;Th;Gostaria de concluir essa parte da apresentação.
3;;Falando;;;;;;Gu;Vai lá, fia.
3;;;Triste;Falando;Triste;;Triste;Th;A PetroCais acredita que a energia é muito mais do que apenas um recurso.
3;;;Feliz;Falando;Feliz;;Feliz;Th;Ela movimenta cidades, conecta pessoas e sustenta grande parte da vida moderna como conhecemos hoje!
3;;;;Falando;;;;Th;Por isso, a companhia busca expandir continuamente sua presença global, fortalecendo sua atuação no setor energético e consolidando sua posição entre as maiores empresas petrolíferas do planeta.
3;;;Feliz;Falando;Feliz;;Feliz;Th;Quem sabe, um dia, até mesmo a maior empresa petrolífera do universo observável!
3;;;;;;;;Na;A mulher da presilha colorida dá um pequeno pulo, genuinamente empolgada com as ambições da companhia multimilionária .
3;;Falando;;;;;;Gu;Doidera.
3;;;Triste;Falando;Feliz;;Triste;Th;Embora… infelizmente…
3;;;;Falando;;;;Th;A atuação da empresa também esteja associada a impactos ambientais recorrentes, como episódios de poluição marítima, emissões industriais elevadas e acidentes envolvendo vazamentos de petróleo.
3;;;Feliz;Falando;Feliz;;Feliz;Th;Ainda assim, acredito muito que melhorias são possíveis!
3;;;;Falando;;;;Th;Inclusive, em breve terei outra reunião com o senhor Kaiser para discutirmos novas formas de reduzir os danos ecológicos causados pela empresa.
3;;;;Falando;;;;Th;Ele comentou que só precisamos encontrar um dia em que ele não esteja ocupado levando o peixinho dele para passear.
3;;;Feliz;Falando;Feliz;;Feliz;Th;Acho muito bonitinha a relação que ele tem com os animais!
3;;;;Falando;;;;Th;Apesar de eu ainda não entender exatamente como isso funciona…
3;;Falando;Triste;;;;;Gu;Vish… Coitada da iludida.
3;;;;;;;;Na;O profissional de TI sussurra isso discretamente, tentando evitar que a câmera capte o comentário.
4;;Extra;Extra;Extra;Extra;Reagindo;Medo;Gu;Chega de lambeção!
4;;Falando;;;;;;Gu;Agora é hora dos conteúdos ciberseguranísticos de verdade.
4;;;;;;;;Na;O moço que trabalha demais observa a apresentação.
4;;Falando;;;;;;Gu;Códigos maliciosos.
4;;Extra;Extra;;;;;Gu;São programas que entram na maciota nos sistemas e podem fuçar, quebrar e desgraçar tudo lá dentro.
4;;;;Extra;Medo;;;Th;Que horror…
4;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Eles podem ferrar com aquele tal de Sid… nem lembro quem é esse maluco.
4;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;Não seria a tríade CID da segurança da informação?
4;;;;Falando;;;;Th;Confidencialidade, Integridade e Disponibilidade, se não estou enganada.
4;;Falando;;;;;;Gu;Pior que era isso mesmo. Valeu.
4;;;Feliz;Falando;Feliz;;Feliz;Th;De nada!
4;;Extra;Extra;;;;;Gu;Enfim, uma praga dessas pode encontrar formas de se espalhar pelo sistema e, depois, ativar o tal do payload pra executar o objetivo final do desgraçado que programou aquilo.
4;;Falando;;;;;;Gu;E existem vários tipos.
4;;Falando;;;;;;Gu;Tem o Worm, que se replica sozinho. O Trojan, que se disfarça de outra coisa.
4;;Falando;;;;;;Gu;O clássico Ransomware, que sequestra os dados. E também Spywares e Backdoors, que são basicamente os espiões da trupe.
4;;Falando;Feliz;;Surpresa;;Surpresa;Gu;Já o MaaS funciona como uma espécie de locadora de ferramentas virtuais.
4;;;;;;Falando;Feliz;An;É estatisticamente improvável que qualquer indivíduo abaixo dos 25 anos compreenda a referência a uma locadora, seu energúmeno.
4;;Falando;;;;;;Gu;Que saco…
4;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Tá. Basicamente, hackers mais cabeçudos alugam códigos e ferramentas pra hackers broxinhas conseguirem aprontar também.
4;;Falando;;;;;;Gu;E as técnicas de evasão são jeitos desses códigos se camuflar, pra ninguém ver que eles tão comendo teu pc por dentro.
4;;Falando;;;;;;Gu;No geral, é isso aí.
4;;Falando;;;;;;Gu;Se quiser, a gente explica o resto.
4;;Falando;Feliz;;;;;Gu;Mas se não quiser, melhor ainda. Assim eu descanso.
4;;;Feliz;Falando;Feliz;;Feliz;Th;Por favor, conhecimento é importante para qualquer adulto funcional… o que eu espero muito que você seja!
4;;;Feliz;Falando;Feliz;;Feliz;Th;Mas sem julgamentos, claro! Aqui é um espaço acolhedor para todos os tipos de pessoas.
4;14;;;;;Falando;;An;Eu tenho severas objeções a essa última afirmação.
5;;Extra;Extra;;;;;Gu;Como eu falei antes, códigos maliciosos são programas projetados pra fazer merda, que entram num sistema sem ninguém ver.
5;;;;;;Falando;;An;Realizam ações indesejadas, danosas ou não autorizadas em sistemas computacionais.
5;;Falando;;;;;;Gu;Isso, isso…
5;;Falando;;;;;;Gu;O nerd mais velho que já vi.
5;;;;;;;;Na;Gustavo sussurra.
5;;Falando;;;;;;Gu;Esses códigos malditos podem roubar dados, apagar arquivos, travar teu pc ou deixar uma fresta pra um hacker safado esbagaçar sua rede.
5;;;;Falando;Triste;;;Th;É mesmo horrível…
5;;Falando;;;;;;Gu;O ataque começa quando o código consegue se enfiar lá dentro que nem um tatu.
5;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;E sabe como ele consegue entrar? Quando aquele animal de duas patas do Gean clica na primeira porcaria que vê pela frente!
5;;Falando;Surpresa;Extra;Extra;Reagindo;Surpresa;Gu;E adivinha quem tem que limpar a bagunça do príncipe?
5;;Falando;Feliz;;Feliz;;Feliz;Gu;Soca tudo no cara do TI, ele aguenta! Quero só ver quando eu-
5;;Reagindo;Vergonha;Falando;Vergonha;;;Th;Me perdoe, senhor Gustavo…
5;;;;Falando;;;;Th;Mas o senhor disse para avisar quando…
5;;Falando;;;;;;Gu;É, é, tem razão.
5;;;;;;;;Na;O homem estressado tenta respirar fundo.
5;;Falando;;;;;;Gu;Não vai rolar de novo.
5;;;;;;;;Na;Vai sim.
5;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Esse código safado tenta ficar na moita dentro do sistema até ativar o tal do payload. É aí que começa a put-... que a festa rola solta e seus dados podem ir pras cucuias.
5;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;Interrompendo novamente… O que o termo “payload” significa?
5;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;Pagar-carregar? Eu sei lá, não faz pergunta difícil.
5;;;;;;Falando;;An;A sua completa indiferença em relação ao conteúdo apresentado é, de fato, admirável.
5;;;;;;Falando;;An;Conforme me recordo das explicações anteriormente fornecidas pela senhorita Raquel Garcia, “payload” consiste na carga útil vinculada ao código executável responsável pela ação maliciosa propriamente dita.
5;;;Feliz;Falando;Feliz;;Feliz;Th;Obrigada!
5;;Falando;;;;;;Gu;É um papudo esse cara…
5;;;;;;;;Na;Gustavo sussurra para si mesmo.
5;;Falando;;;;;;Gu;Os códigos maliciosos podem ser classificados de acordo com o jeito que eles se enfiam no sistema ou como eles agem depois de tarem lá dentro.
5;;Falando;;;;;;Gu;Aconteceu com a gente, quando aqueles hackers ativistas meteram um ransom dentro da rede da PC.
5;;;Surpresa;Falando;Vergonha;;Surpresa;Th;Não gosto de lembrar disso… Espero que eles peçam desculpas…
5;;Falando;Surpresa;;;;;Gu;Aham, é claro.
5;;;;;;;;Na;Eles claramente não vão.
6;;Falando;;;;;;Gu;O primeiro tipo desses código aí é o… Worm.
6;;Falando;;;;;;Gu;Minhoca em inglês, muito criativo…
6;;Falando;;;;;;Gu;Ele entra automático pela rede através da exploração de vulnerabilidades ou por apps já instalados, criando cópias de si mesmo.
6;;Falando;Feliz;;;;;Gu;Que nem naquele desenho de ninja que a criançada gosta, o Charuto.
6;;;;;;;;Na;Nem André e nem Thayná entenderam a referência.
6;;Falando;Feliz;;;;;Gu;Já o clássico ransom mete uma criptografada pra pegar as informações ou sistemas, exigindo um bom cascalho pra tudo se ajeitar.
6;;Falando;;;;;;Gu;Ransoms também podem exfiltrar os dados. Não faço ideia do que é isso, mas a Raquel já deve ter explicado na outra aula, então dane-se.
6;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;O Spyware é parecido com… adivinha só?
6;;Falando;Surpresa;;Feliz;;Feliz;Gu;Um espião! Uau!
6;;Falando;Feliz;;Feliz;;Feliz;Gu;Eu também queria trabalhar como criador de nomes pra vírus, parece ser bem fácil.
6;;;;;;;;Na;Nomeadores de vírus de todo o mundo querem escalpelar esse homem agora.
6;;Falando;;;;;;Gu;Spyware serve pra enviar as informações roubadas pro resto da quadrilha.
6;;;;Falando;Surpresa;;;Th;Nossa…
6;;;;;;;;Na;Thayná fica chocada com quase tudo, aparentemente.
6;;Falando;;;;;;Gu;Aí tem esses dois com nome estranho aqui…
6;;Falando;;;;;;Gu;Keylogger rouba os dados de quando alguém digita, por isso o nome.
6;;Falando;;;;;;Gu;Screenlogger consegue pegar os prints de tela.
6;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;O gato de Screenlogger…?
6;;;;;;;;Na;André faz um olhar de desgosto para a representante das relações-públicas.
6;;Falando;;;;;;Gu;Funcionam pelo malware que já infectou o teu sistema ou por um hardware conectado no alvo.
6;;Falando;;;;;;Gu;Então cuidado quando foram printar aquela conversa com a sua namorada pra guardar provas, os caras podem tar na maldade.
7;;Extra;Extra;;Feliz;;Feliz;Gu;Oh, caralho! Cavalo de Troia!
7;;Falando;Feliz;;Feliz;;Feliz;Gu;Sou um grande fã!
7;;Falando;Feliz;;Feliz;;Feliz;Gu;O Cavalo de Tróia é uma famosa estratégia da mitologia grega, foi o primeiro presente de grego já registrado!
7;;Falando;Feliz;;Feliz;;Feliz;Gu;Se bem que cavalo dado não se olha os dentes… Difícil saber qual ditado tá certo.
7;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;O conto diz que depois de anos de guerra sem conseguir invadir Tróia, os gregos meteram o louco, fingiram desistir e zarparam com os navios.
7;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Antes de ir embora, deixaram pros troianos um gigantesco cavalo de madeira como oferta de paz. Tava mais pra oferta de guerra, fi.
7;;Falando;Feliz;;;;;Gu;Os troianos ficaram pensativos. Tinha gente dizendo que aquilo era mais furado que peneira, tinha sacerdote avisando pra não aceitar se não os deuses iam explodir as esposas de todo mundo ou algo assim.
7;;Falando;Surpresa;Extra;Extra;Reagindo;Surpresa;Gu;Mas no fim, quem não arrisca, não ganha um cavalo de pau muito foda pra colocar no meio da cidade, né não?
7;;;;;;;;Na;Seus colegas decidiram ignorar a questão.
7;;Falando;;;;;;Gu;Como todos já deve saber, lá dentro tava entupido de soldados escondidos.
7;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;Imagina se um peidasse lá dentro? Haha!
7;;;;;;;;Na;O homem de óculos ri da situação hipotética porque encontra muito humor em flatulências.
7;;Falando;;;;;;Gu;Quando chegou a noite e a cidade tava tomando uma gelada pra comemorar a vitória.
7;;Falando;;;;;;Gu;Os soldados do cavalo de pau saíram na surdina e…
7;;Falando;Feliz;;Feliz;;Feliz;Gu;Vrau! Passaram a pexêra nos guardas!
7;;;;;;;;Na;O hater de troianos imita o movimento de espada com as mãos.
7;;Falando;;;;;;Gu;Depois abriram os portões de Tróia pros resto da rapaziada que já tinha voltado de barco.
7;;Falando;Surpresa;;Feliz;;Feliz;Gu;E aí foi aquela beleza! Tiro, porrada e bomba! Sangue pra todo lado, tripas espalhadas e cabeças rolando no chão…
7;;;;;;;;Na;Thayná tapou os ouvidos e fez uma expressão de angústia, completamente apavorada.
7;;Reagindo;Medo;Extra;Extra;Falando;Bravo;An;Não temos tempo para suas curiosidades históricas imbecis. Faça o seu trabalho direito para que possamos encerrar isso sem mais teatrinho ideológico!
7;;Falando;Feliz;;;;;Gu;Tá bom, cara… Relaxa…
7;;;;;;;;Na;Gustavo também fica apavorado, não passa nem wi-fi.
7;;Falando;;;;;;Gu;Enfim… diferente do advogado parrudo que não entende analogias pensa, o Trojan realmente tem uma ideia parecida com a do Cavalo de Troia original.
7;;Falando;;;;;;Gu;Ele é um malware safado que se disfarça de programa de verdade.
7;;Falando;;;;;;Gu;Uma armadilha fingindo ser presente.
7;;Extra;Extra;;;;;Gu;E depois que a vítima instala aquilo pronta pra matar seu tempo de serviço num joguinho idiota…
7;;Falando;;;;;;Gu;Aí o negócio começa a chupar os preciosos dadinhos dela.
7;;Falando;;;;;;Gu;Depois vem o Backdoor, que aproveitando vulnerabilidades conhecidas deixa uma portinha escancarada no sistema pros hackers safados conseguirem voltar depois.
7;;Falando;;;;;;Gu;E por fim, o Botnet. O nome mais criativo que eu já vi pra um bot que usa internet.
7;;Extra;Extra;;;;;Gu;Ele ajuda a fazer todas as merdas usando uma penca de rede formada por inúmeros pcs bichados.
7;;Falando;;;;;;Gu;Espalham malwares, enviam spams, ataques de negação de serviço e até mineram cripto.
7;;Falando;;;;;;Gu;O amigo do cunhado de uma prima minha pegou um desses no pc e o FBI bateu lá na casa dele por causa de um monte de BrittaCoin minerado.
7;;Falando;;;;;;Gu;Esse dia foi loco.
7;;;;;;Falando;;An;Essa historinha parece ter saído diretamente de algum delírio que teve por conta do álcool.
7;;Falando;;;;;;Gu;Você não tava lá pra saber.
7;;;;;;;;Na;O contador de histórias balança a cabeça, apesar de ter tirado a história de um filme.
8;;Falando;;;;;;Gu;Vamo pra mais um…
8;;Falando;;Reagindo;;;;Gu;Thayná, vai lá, na moral. Já cansei de falar.
8;;;Feliz;Falando;Feliz;;Feliz;Th;Certo… Espero que gostem!
8;;;;Falando;;;;Th;O Malware como serviço, do inglês Malware as a Service, representa a adoção de um modelo de negócio para a comercialização ou aluguel de malwares.
8;;;;Falando;;;;Th;Vou chamar de MaaS, para vocês conseguirem decorar com mais facilidade.
8;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;MaaS que coisa, não?
8;;;;;;;;Na;O homem de cabelos raros imita uma frase de uma série de televisão famosa de uns 30 anos atrás.
8;;;Triste;Falando;Feliz;;Triste;Th;É até um nominho simpático… pena que seja usado para coisas tão ruins.
8;;;;Falando;;;;Th;Eles servem para disponibilizar diferentes recursos maliciosos, dependendo do que o afiliado pretende fazer com o alvo.
8;;;Feliz;Falando;Feliz;;Feliz;Th;E aquele esqueminha muito fofo mostra justamente como isso funciona!
8;;;Surpresa;Falando;Vergonha;;Surpresa;Th;Lá em cima ficam os desenvolvedores e vendedores, que criam ou alugam ferramentas criminosas como ransomware, botnets, malwares de invasão e até infraestrutura pronta para ataques.
8;;;Surpresa;Falando;Feliz;;Surpresa;Th;Depois aparece o operador MaaS, que funciona como uma espécie de intermediário desse empreendimento terrível.
8;;;Surpresa;Falando;Vergonha;;Surpresa;Th;E abaixo dele ficam os afiliados, que utilizam essas ferramentas contra várias vítimas diferentes.
8;;;;Falando;Surpresa;;;Th;Também existe o bloqueio de acesso para fins de extorsão. Já tentaram extorquir dinheiro da minha vovó uma vez…
8;;;Feliz;Falando;Feliz;;Feliz;Th;É doloroso só de lembrar… Ainda bem que ela não lembra o CPF de cabeça.
8;;;;Falando;;;;Th;Esses serviços também podem ser usados para vazamento de dados, obtenção de acesso inicial e até controle remoto de sistemas comprometidos.
8;;;Feliz;Falando;Surpresa;;Feliz;Th;Ainda assim, compreender esse funcionamento é um passo importante para fortalecermos nossa prevenção e construirmos ambientes digitais mais seguros no futuro!
8;;;;;;;;Na;Thayná tenta transmitir esperança através da própria voz, como se estivesse em um seriado infantil sobre a amizade.
9;;Falando;Feliz;;;;;Gu;Beleza, agora é com o advogado aqui.
9;;;;;;Falando;;An;Vou mostrar para vocês como se apresenta um conteúdo de forma clara e informativa, sem focar em ideologias políticas ou pautas sociais.
9;;;;;;;;Na;Ninguém fez isso.
10;;;Feliz;;Feliz;Falando;Feliz;An;Quando os nossos virtuosos especialistas em segurança encontram um arquivo suspeito, que provavelmente atravessou ilegalmente as fronteiras do sistema sem qualquer autorização, eles trancam esse criminoso digital num centro de detenção virtual.
10;;;Surpresa;;Surpresa;Falando;Vergonha;An;Lá dentro, ele passa por um interrogatório rigoroso para descobrirmos exatamente quais atividades corruptas estava planejando.
10;;;Surpresa;;Surpresa;Falando;Vergonha;An;Os vagabundos que criaram esse malware usam todas suas artimanhas sujas para impedir que antivírus e ferramentas de segurança dos cidadãos de bem descubram os seus planos de controle em massa.
10;;;Surpresa;;Surpresa;Falando;Vergonha;An;Como certas pessoas em cargos de poder por aí fazem...
10;;;;;;;;Na;André parece não se recordar de dizer que iria apresentar o conteúdo sem focar em ideologias políticas.
11;;;;;;Falando;;An;Essas criações robóticas demonizadas conseguem perceber quando estão sendo observados pelas autoridades defensoras do correto.
11;;;;;;Falando;;An;Quando isso acontece, eles se pagam de vítimas da sociedade e perseguidos, com discursos mimizentos vindos diretos da lacrolân-
11;;Extra;Extra;Extra;Extra;Reagindo;Surpresa;Gu;Que merda é essa, cara?! Do quê tu tá falando?
11;;;;Falando;;;;Th;Estou com dúvidas também…
11;;;;Falando;;Reagindo;;Th;Senhor André, acho que o senhor está levando isso um pouco para o lado pessoal…
11;;Reagindo;Surpresa;Extra;Extra;Falando;Surpresa;An;Pessoal?! PESSOAL?!
11;;;Feliz;;Feliz;Falando;Feliz;An;O país inteiro está afundando com esses golpes digitais por causa desses delinquentes irresponsáveis que vivem de mamatas!
11;;Reagindo;Medo;Extra;Extra;Falando;Surpresa;An;Não existe mais autoridade, não existe mais consequência! A justiça está morta e enterrada!
